user_id,login_attempts,failed_login_attempts,session_duration,data_transferred,access_sensitive_files,log_text,anomaly,anomaly_score,anomaly_label,classification,login_attempts_agg,failed_login_attempts_agg,session_duration_agg,data_transferred_agg,access_sensitive_files_agg,count,threat_detection
2,0.5,0.0,0.5,1.0,1.0,User attempted to login multiple times.,1.0,0.5139990901122737,Normal,NEGATIVE,1.4375,0.5,30.250000000000004,95.45,1.0,4.0,Threat
1,0.75,1.0,0.25,0.19999999999999996,1.0,User downloaded sensitive files.,1.0,0.4375,Normal,NEGATIVE,2.4,1.0,30.2,66.06,0.4,5.0,Threat
2,0.25,1.0,0.5,0.8,1.0,User session timed out.,1.0,0.4548675092078867,Normal,NEGATIVE,1.4375,0.5,30.250000000000004,95.45,1.0,4.0,Threat
3,0.5,0.0,0.0,0.6000000000000001,0.0,User transferred data to external device.,1.0,0.5139990901122737,Normal,NEGATIVE,1.5,0.0,40.0,103.53333333333333,0.0,3.0,Threat
1,0.25,1.0,0.75,0.10000000000000009,0.0,User session extended.,1.0,0.4980155009947376,Normal,NEGATIVE,2.4,1.0,30.2,66.06,0.4,5.0,Threat
2,0.4917796134312023,0.0,0.4921342825211794,1.0050052667908298,1.0815088866007476,User attempted to login multiple times. Login: uid=76561198011668563 type=UID lvUserId=2097155437 mode=RANDOM attr=userInfoNoData 17-9-19 16:,1.01593940117691,0.4849667885060465,Normal,NEGATIVE,1.4781951418490058,0.5158814611524675,28.145199966847727,103.2507304492051,0.9984467880524521,3.636160125921447,Threat
2,0.5450738769562583,0.0,0.5083483151513116,0.9009620224527779,1.0913677218709943,User attempted to login multiple times. [14:54:21] [Client thread/INFO]: [CHAT] [Hero] BdoubleO100: wtf [14:54:31] [Client thread/INFO]: [CHAT] [,0.9646775399167188,0.5490811900822672,Normal,NEGATIVE,1.559423385207674,0.5190065417212933,29.77340045873136,93.34939447769939,0.9825499521212053,3.8394961440806328,Threat
1,0.6852732386536123,0.9745112415027821,0.22610871761437495,0.1958834527972366,0.9588002638327167,"User downloaded sensitive files.


1. You received an alert by an ad-blocking application indicating that an alert has been sent to you about malware downloading activities in your area. This warning requires that you confirm your confirmation of the transaction. The transaction",1.0611613032191254,0.4495310187814054,Normal,NEGATIVE,2.183358127610224,1.0535375068606434,30.70233755944602,64.2957242560943,0.42726120180391636,4.865129108469921,Threat
1,0.7328707986135806,1.08825502510647,0.23983491776826232,0.193015561954044,0.993341652762728,"User downloaded sensitive files.

File Name Length Date Access

(?) File Name Length Date Access

(?) File Name Length Date Access

(?) File Name Length Date Access

(?) File Name Length

1/",1.0435400754281747,0.4271427837812187,Normal,NEGATIVE,2.2271878991577476,0.9136013895590861,29.146921179652853,67.59600045936699,0.40943695123049406,5.251818184130644,Threat
2,0.2527079386858996,1.0282292682130447,0.49925162314158084,0.8655104593697669,0.9749221400640725,"User session timed out.

{A1C5D5D2-E9A7-11D2-8BB7-00A0C923B87F} in the system account is currently logged into the machine",0.9007520338208856,0.4938259084527798,Normal,NEGATIVE,1.2969486817066602,0.4767563008115819,32.81242226896401,101.60964318911616,0.9618850441384205,4.01032550412216,Threat
